id,rank,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount
tt12451520,233,It's Okay to Not Be Okay,It's Okay to Not Be Okay (2020),2020,"https://m.media-amazon.com/images/M/MV5BYTk0Nzk5ZWYtYTNlZi00YjBjLWJhYjctMWMwMmYyMDA5ZjJmXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_UX128_CR0,1,128,176_AL_.jpg","Kim Soo-hyun, Seo Ye-Ji",8.4,19641
tt7658402,234,Harley Quinn,Harley Quinn (2019),2019,"https://m.media-amazon.com/images/M/MV5BNWRhMTVhNjgtZjcyMS00N2YzLWI2N2QtNTYwMGFlOTdmMGY1XkEyXkFqcGdeQXVyMjkyNzYwMTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Kaley Cuoco, Lake Bell",8.4,22083
tt0397150,235,Garth Marenghi's Darkplace,Garth Marenghi's Darkplace (2004),2004,"https://m.media-amazon.com/images/M/MV5BOWIyNDI4M2YtNjI5ZS00NDE3LTk2NmQtZTc1YTUwNjgwYWMyXkEyXkFqcGdeQXVyMjMwNjYyMzE@._V1_UX128_CR0,1,128,176_AL_.jpg","Richard Ayoade, Matt Berry",8.4,17740
tt7472896,236,Mr Inbetween,Mr Inbetween (2018),2018,"https://m.media-amazon.com/images/M/MV5BNWU4MTA0ZTItZmUyYi00ZGY3LWE2NTYtMDQ3N2RkZjcwYjk4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Scott Ryan, Chika Yasumura",8.4,14654
tt5425186,237,Horace and Pete,Horace and Pete (2016),2016,"https://m.media-amazon.com/images/M/MV5BNjRhOGY5ZmMtYWE5ZC00ZDA2LTk3NDItN2FlOGE5MjQwMjVkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Louis C.K., Steve Buscemi",8.4,16236
tt1299368,238,Southland,Southland (2009),2009,"https://m.media-amazon.com/images/M/MV5BMjAwNzQ4MTMyMF5BMl5BanBnXkFtZTcwMDk3NTYyNw@@._V1_UX128_CR0,1,128,176_AL_.jpg","Michael Cudlitz, Shawn Hatosy",8.4,25874
tt3895150,239,Your Lie in April,Your Lie in April (2014),2014,"https://m.media-amazon.com/images/M/MV5BYThlNWY5ZDgtYTIxNC00ZjdiLWJmNGUtMDFjMDlmZTAzOWFiXkEyXkFqcGdeQXVyNTM4NzAzNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","Natsuki Hanae, Risa Taneda",8.4,25480
tt7278862,240,My Brilliant Friend,My Brilliant Friend (2018),2018,"https://m.media-amazon.com/images/M/MV5BODU3Nzg5NGMtOTE2MS00YWQ0LTgyYzktMWM3YjNmYjlmZTliXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Alba Rohrwacher, Margherita Mazzucco",8.4,12683
tt0043208,241,I Love Lucy,I Love Lucy (1951),1951,"https://m.media-amazon.com/images/M/MV5BNDhhN2Y1NzMtNGVlZS00MTNjLWIxN2ItYzJiN2ZhMTc2OGIwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Lucille Ball, Desi Arnaz",8.4,25496
tt3428912,242,Happy Valley,Happy Valley (2014),2014,"https://m.media-amazon.com/images/M/MV5BNTBmYTQ5ZDYtM2NjMC00M2Q2LTg4NDAtODUxZTk0ZmFjMGVjXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_UY176_CR0,0,128,176_AL_.jpg","Sarah Lancashire, Siobhan Finneran",8.4,37887
tt9561862,243,"Love, Death & Robots","Love, Death & Robots (2019)",2019,"https://m.media-amazon.com/images/M/MV5BYjEwOWQ0MjktMjZjNy00Mzc1LWE5NTItMDQ1Yjc0Zjk0NTBlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Scott Whyte, Nolan North",8.4,132311
tt0310455,244,Foyle's War,Foyle's War (2002),2002,"https://m.media-amazon.com/images/M/MV5BYjJhNjUzN2ItNmFjMC00ZjM3LWExMmItZjkyMjI1NWU3Y2FmXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY176_CR0,0,128,176_AL_.jpg","Michael Kitchen, Honeysuckle Weeks",8.4,14569
tt1442437,245,Modern Family,Modern Family (2009),2009,"https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","Ed O'Neill, Sofía Vergara",8.4,403341
tt0075520,246,Jesus of Nazareth,Jesus of Nazareth (1977),1977,"https://m.media-amazon.com/images/M/MV5BMTVmZWU2YzQtMGU0My00ZDM0LTlhNjItMTFiOThjNDJlYTliXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Robert Powell, Olivia Hussey",8.4,21673
tt11301642,247,Ethos,Ethos (2020),2020,"https://m.media-amazon.com/images/M/MV5BZjkyMTYyMDktNjQxZC00Y2U0LThkMDYtYmU2YzY5OTlmYzcwXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_UX128_CR0,3,128,176_AL_.jpg","Öykü Karayel, Fatih Artman",8.4,25660
tt1474684,248,Luther,Luther (2010),2010,"https://m.media-amazon.com/images/M/MV5BZWM3MGE0YjEtNzdlMC00NmM3LWE1MmItN2E4ZDM4ZTllY2QzXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_UX128_CR0,3,128,176_AL_.jpg","Idris Elba, Dermot Crowley",8.4,132366
tt1227926,249,Dr. Horrible's Sing-Along Blog,Dr. Horrible's Sing-Along Blog (2008),2008,"https://m.media-amazon.com/images/M/MV5BZTIxZmRmZWItNmI1MS00ZDU3LWE2ZTQtODc1NDE3NjRiYzczXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Neil Patrick Harris, Nathan Fillion",8.4,43055
tt0421291,250,Avrupa Yakasi,Avrupa Yakasi (2004),2004,"https://m.media-amazon.com/images/M/MV5BZDEzNzk4YmQtYWRhMi00ZGRmLTg2M2YtZjM2YTY0MWE1YWYwXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UX128_CR0,1,128,176_AL_.jpg","Gülse Birsel, Levent Üzümcü",8.4,17991
